epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
356,1223.02,0.7402,0.5212,0.85221,0.80091,0.89794,0.93767,0.69925,0.85297,0.52557,0.84566,6.32823e-05,6.32823e-05,6.32823e-05
357,1226.57,0.75582,0.53373,0.84678,0.8073,0.89696,0.9311,0.69983,0.86681,0.53595,0.84731,6.28606e-05,6.28606e-05,6.28606e-05
358,1230.14,0.77074,0.53967,0.85381,0.80415,0.89658,0.9318,0.69998,0.86802,0.54666,0.84806,6.24388e-05,6.24388e-05,6.24388e-05
359,1233.64,0.77519,0.54873,0.84867,0.81661,0.89218,0.93697,0.7052,0.84626,0.5389,0.84487,6.20171e-05,6.20171e-05,6.20171e-05
360,1237.08,0.74909,0.53068,0.84473,0.81022,0.8953,0.93035,0.70155,0.84465,0.53568,0.84484,6.15953e-05,6.15953e-05,6.15953e-05
361,1240.56,0.75168,0.54738,0.84791,0.80157,0.89644,0.92992,0.70598,0.84983,0.53817,0.84514,6.11736e-05,6.11736e-05,6.11736e-05
362,1244.03,0.75305,0.5254,0.85211,0.79874,0.89633,0.93413,0.70644,0.85593,0.54356,0.8453,6.07519e-05,6.07519e-05,6.07519e-05
363,1247.52,0.76488,0.53448,0.84568,0.85121,0.85354,0.93313,0.70552,0.85058,0.53997,0.84521,6.03301e-05,6.03301e-05,6.03301e-05
364,1251.03,0.73857,0.52499,0.84853,0.85669,0.85301,0.92583,0.69521,0.83912,0.53649,0.84511,5.99084e-05,5.99084e-05,5.99084e-05
365,1254.53,0.74446,0.52387,0.85056,0.85816,0.85306,0.92456,0.69877,0.84149,0.53579,0.84588,5.94866e-05,5.94866e-05,5.94866e-05
366,1258.07,0.77404,0.53262,0.84534,0.85875,0.85115,0.92368,0.69164,0.85041,0.53862,0.84612,5.90649e-05,5.90649e-05,5.90649e-05
367,1261.69,0.77853,0.53727,0.84823,0.86632,0.84863,0.9311,0.69914,0.84906,0.53043,0.84441,5.86432e-05,5.86432e-05,5.86432e-05
368,1265.23,0.76568,0.54581,0.8506,0.86246,0.84766,0.93068,0.69608,0.85206,0.53422,0.84567,5.82214e-05,5.82214e-05,5.82214e-05
369,1268.87,0.75089,0.53788,0.85394,0.85989,0.84809,0.93059,0.70392,0.85736,0.54398,0.84669,5.77997e-05,5.77997e-05,5.77997e-05
370,1272.29,0.7325,0.52346,0.84552,0.85733,0.84976,0.93176,0.70054,0.856,0.54623,0.84772,5.73779e-05,5.73779e-05,5.73779e-05
371,1275.96,0.74686,0.53637,0.84638,0.81483,0.89156,0.93204,0.69653,0.86554,0.54865,0.84802,5.69562e-05,5.69562e-05,5.69562e-05
372,1279.59,0.73808,0.52676,0.84709,0.81136,0.8925,0.93549,0.69983,0.85917,0.54195,0.84706,5.65345e-05,5.65345e-05,5.65345e-05
373,1283.1,0.73861,0.5197,0.84152,0.85462,0.85542,0.93656,0.69762,0.85694,0.53946,0.84604,5.61127e-05,5.61127e-05,5.61127e-05
374,1286.68,0.74051,0.52355,0.84524,0.85532,0.85392,0.93596,0.69899,0.85458,0.53811,0.84618,5.5691e-05,5.5691e-05,5.5691e-05
375,1290.26,0.75982,0.53439,0.84758,0.85633,0.85081,0.93582,0.69896,0.85675,0.54153,0.84579,5.52692e-05,5.52692e-05,5.52692e-05
376,1293.78,0.74284,0.52515,0.84998,0.85832,0.8486,0.93506,0.69636,0.84922,0.53913,0.84363,5.48475e-05,5.48475e-05,5.48475e-05
377,1297.28,0.7395,0.51698,0.84663,0.85925,0.84524,0.94163,0.70408,0.84784,0.53083,0.84345,5.44258e-05,5.44258e-05,5.44258e-05
378,1300.78,0.75133,0.53175,0.84676,0.89025,0.84348,0.93607,0.6986,0.84941,0.53377,0.84373,5.4004e-05,5.4004e-05,5.4004e-05
379,1304.32,0.74923,0.52011,0.84629,0.95483,0.79895,0.93723,0.70057,0.84978,0.5331,0.84451,5.35823e-05,5.35823e-05,5.35823e-05
380,1307.94,0.74231,0.53057,0.8486,0.95154,0.80136,0.93647,0.7047,0.84604,0.53448,0.84523,5.31605e-05,5.31605e-05,5.31605e-05
381,1311.78,0.74163,0.52225,0.84174,0.94926,0.80177,0.93643,0.70349,0.85099,0.53339,0.84525,5.27388e-05,5.27388e-05,5.27388e-05
382,1315.45,0.74348,0.52626,0.85657,0.88469,0.84817,0.93683,0.70583,0.84532,0.53173,0.84416,5.23171e-05,5.23171e-05,5.23171e-05
383,1319.2,0.74538,0.52427,0.85273,0.89325,0.84581,0.93659,0.70553,0.83899,0.52445,0.84294,5.18953e-05,5.18953e-05,5.18953e-05
384,1322.77,0.72959,0.52454,0.8486,0.89184,0.84559,0.93636,0.70416,0.8452,0.5272,0.84342,5.14736e-05,5.14736e-05,5.14736e-05
385,1326.47,0.7512,0.53138,0.84546,0.88684,0.8459,0.94253,0.70506,0.85306,0.52691,0.84505,5.10518e-05,5.10518e-05,5.10518e-05
386,1330.01,0.73898,0.52096,0.84824,0.88657,0.84548,0.94219,0.70908,0.84883,0.52384,0.8444,5.06301e-05,5.06301e-05,5.06301e-05
387,1333.59,0.73274,0.51875,0.84514,0.89069,0.84354,0.94166,0.71195,0.85758,0.52527,0.84654,5.02084e-05,5.02084e-05,5.02084e-05
388,1337.13,0.74659,0.52582,0.84253,0.81177,0.8901,0.93538,0.70163,0.86877,0.5304,0.84907,4.97866e-05,4.97866e-05,4.97866e-05
389,1340.78,0.73294,0.52099,0.85024,0.82192,0.8865,0.93515,0.70233,0.8685,0.53325,0.84908,4.93649e-05,4.93649e-05,4.93649e-05
390,1344.22,0.75005,0.5304,0.8496,0.83843,0.88475,0.93517,0.7019,0.85704,0.52465,0.84796,4.89431e-05,4.89431e-05,4.89431e-05
391,1347.91,0.75256,0.53137,0.8424,0.83819,0.88499,0.93528,0.69962,0.85397,0.52682,0.84677,4.85214e-05,4.85214e-05,4.85214e-05
392,1351.44,0.74692,0.53976,0.84183,0.82757,0.88679,0.92947,0.69786,0.85483,0.52965,0.84658,4.80997e-05,4.80997e-05,4.80997e-05
393,1354.9,0.74481,0.5223,0.84628,0.82562,0.88594,0.92975,0.69821,0.8556,0.53075,0.84675,4.76779e-05,4.76779e-05,4.76779e-05
394,1358.49,0.74356,0.5194,0.83806,0.8227,0.88668,0.92987,0.69465,0.85253,0.52387,0.84634,4.72562e-05,4.72562e-05,4.72562e-05
395,1362.35,0.74672,0.52164,0.845,0.81186,0.88949,0.92808,0.69648,0.85089,0.52696,0.84496,4.68344e-05,4.68344e-05,4.68344e-05
396,1365.95,0.72603,0.51541,0.8417,0.8573,0.84702,0.92092,0.69303,0.84412,0.52318,0.84373,4.64127e-05,4.64127e-05,4.64127e-05
397,1369.73,0.73455,0.51773,0.84864,0.89778,0.84281,0.92151,0.69765,0.84208,0.52246,0.84445,4.5991e-05,4.5991e-05,4.5991e-05
398,1373.56,0.72355,0.51399,0.84565,0.90634,0.84245,0.92927,0.69932,0.84682,0.52555,0.84513,4.55692e-05,4.55692e-05,4.55692e-05
399,1377.35,0.74371,0.51291,0.84579,0.9087,0.84226,0.92932,0.69663,0.85096,0.52929,0.84605,4.51475e-05,4.51475e-05,4.51475e-05
400,1380.92,0.73399,0.52205,0.84695,0.86899,0.84404,0.92962,0.70092,0.84975,0.52754,0.84515,4.47257e-05,4.47257e-05,4.47257e-05
401,1384.45,0.74373,0.51298,0.84859,0.86418,0.84863,0.93669,0.69809,0.84386,0.5236,0.84348,4.4304e-05,4.4304e-05,4.4304e-05
402,1387.93,0.74553,0.52686,0.83796,0.86423,0.85116,0.93641,0.70288,0.84627,0.52087,0.84353,4.38823e-05,4.38823e-05,4.38823e-05
403,1391.41,0.76806,0.52845,0.83969,0.86322,0.85073,0.93637,0.7014,0.84482,0.52134,0.84354,4.34605e-05,4.34605e-05,4.34605e-05
404,1394.97,0.7604,0.52827,0.84842,0.86455,0.85021,0.93637,0.70901,0.84309,0.51937,0.8428,4.30388e-05,4.30388e-05,4.30388e-05
405,1398.56,0.74376,0.53335,0.8463,0.86173,0.84916,0.93636,0.70619,0.84401,0.5195,0.84398,4.2617e-05,4.2617e-05,4.2617e-05
406,1402.05,0.74032,0.52816,0.84362,0.85505,0.85284,0.93082,0.70545,0.84499,0.5264,0.84516,4.21953e-05,4.21953e-05,4.21953e-05
407,1405.61,0.75645,0.53238,0.84106,0.81446,0.89143,0.93171,0.70688,0.84321,0.52787,0.84527,4.17736e-05,4.17736e-05,4.17736e-05
408,1409.34,0.7498,0.52777,0.84442,0.82232,0.89014,0.92988,0.70302,0.84321,0.52313,0.84447,4.13518e-05,4.13518e-05,4.13518e-05
409,1412.87,0.73776,0.53221,0.84441,0.82437,0.89069,0.93135,0.69873,0.84868,0.52518,0.84536,4.09301e-05,4.09301e-05,4.09301e-05
410,1416.39,0.73743,0.53273,0.84749,0.82621,0.89201,0.93115,0.69916,0.84623,0.52452,0.84508,4.05083e-05,4.05083e-05,4.05083e-05
411,1419.8,0.72524,0.51623,0.84565,0.83041,0.8899,0.93618,0.70223,0.84349,0.52244,0.84527,4.00866e-05,4.00866e-05,4.00866e-05
412,1423.2,0.74221,0.53039,0.84663,0.8301,0.88865,0.93582,0.70366,0.84751,0.52662,0.84545,3.96649e-05,3.96649e-05,3.96649e-05
413,1426.71,0.74196,0.52393,0.84302,0.80088,0.9007,0.93655,0.70341,0.84463,0.52588,0.84516,3.92431e-05,3.92431e-05,3.92431e-05
414,1430.1,0.73118,0.51885,0.84547,0.79914,0.89761,0.93638,0.7041,0.85155,0.52841,0.84571,3.88214e-05,3.88214e-05,3.88214e-05
415,1433.58,0.74291,0.52828,0.84707,0.80049,0.91717,0.93684,0.699,0.85675,0.53024,0.84606,3.83996e-05,3.83996e-05,3.83996e-05
416,1437.04,0.7406,0.52011,0.84557,0.79774,0.91484,0.9367,0.70016,0.85324,0.53294,0.84565,3.79779e-05,3.79779e-05,3.79779e-05
417,1440.37,0.73521,0.53381,0.84942,0.79768,0.91588,0.92962,0.69615,0.84779,0.52939,0.84501,3.75562e-05,3.75562e-05,3.75562e-05
418,1444.25,0.74151,0.51763,0.84612,0.79786,0.91681,0.92965,0.69673,0.84735,0.5296,0.84549,3.71344e-05,3.71344e-05,3.71344e-05
419,1447.75,0.73304,0.52154,0.84892,0.80368,0.92463,0.93553,0.70479,0.84986,0.52972,0.84536,3.67127e-05,3.67127e-05,3.67127e-05
420,1451.13,0.75475,0.52975,0.84353,0.80258,0.92654,0.93151,0.69637,0.84551,0.52813,0.84455,3.62909e-05,3.62909e-05,3.62909e-05
421,1454.6,0.72976,0.51687,0.84837,0.80094,0.92889,0.93279,0.70143,0.844,0.52537,0.84465,3.58692e-05,3.58692e-05,3.58692e-05
422,1458.15,0.7587,0.52983,0.83902,0.83321,0.88063,0.93157,0.69631,0.84281,0.52639,0.8441,3.54475e-05,3.54475e-05,3.54475e-05
423,1461.87,0.72931,0.52375,0.84285,0.83255,0.88143,0.93122,0.69612,0.85147,0.53814,0.84498,3.50257e-05,3.50257e-05,3.50257e-05
424,1465.33,0.77263,0.53584,0.84893,0.83238,0.88219,0.93236,0.70155,0.85897,0.54248,0.84579,3.4604e-05,3.4604e-05,3.4604e-05
425,1468.83,0.73172,0.51842,0.84842,0.83234,0.88355,0.93411,0.70496,0.85216,0.54103,0.84455,3.41822e-05,3.41822e-05,3.41822e-05
426,1472.3,0.7368,0.52068,0.84207,0.8318,0.88388,0.93425,0.70215,0.84627,0.53257,0.8426,3.37605e-05,3.37605e-05,3.37605e-05
427,1475.83,0.72494,0.50677,0.84115,0.83329,0.88308,0.94215,0.70694,0.84479,0.52866,0.84323,3.33388e-05,3.33388e-05,3.33388e-05
428,1479.25,0.73591,0.51908,0.84306,0.83312,0.88464,0.94283,0.70744,0.85088,0.53007,0.84431,3.2917e-05,3.2917e-05,3.2917e-05
429,1482.66,0.72624,0.50911,0.84887,0.83191,0.88642,0.94357,0.70382,0.8576,0.53087,0.84538,3.24953e-05,3.24953e-05,3.24953e-05
430,1486.05,0.71404,0.5065,0.84048,0.83489,0.88601,0.93696,0.71032,0.84788,0.52201,0.84525,3.20735e-05,3.20735e-05,3.20735e-05
431,1489.47,0.7204,0.50707,0.84311,0.83723,0.88574,0.94292,0.71458,0.84278,0.51531,0.84415,3.16518e-05,3.16518e-05,3.16518e-05
432,1492.97,0.73704,0.51352,0.84488,0.83904,0.8861,0.94283,0.71464,0.84371,0.51696,0.84451,3.12301e-05,3.12301e-05,3.12301e-05
433,1496.39,0.74425,0.51437,0.84523,0.8397,0.88625,0.94281,0.70988,0.84435,0.51653,0.84503,3.08083e-05,3.08083e-05,3.08083e-05
434,1499.8,0.7458,0.52436,0.84952,0.83901,0.88799,0.94353,0.71994,0.83974,0.51354,0.84433,3.03866e-05,3.03866e-05,3.03866e-05
435,1503.24,0.7289,0.5054,0.84405,0.83198,0.88953,0.93678,0.71223,0.83923,0.51387,0.84359,2.99648e-05,2.99648e-05,2.99648e-05
436,1506.67,0.76333,0.52384,0.84564,0.83116,0.8894,0.94294,0.71685,0.84192,0.5147,0.84377,2.95431e-05,2.95431e-05,2.95431e-05
437,1510.33,0.72235,0.51562,0.84026,0.83204,0.88814,0.94277,0.71671,0.83846,0.52057,0.84357,2.91214e-05,2.91214e-05,2.91214e-05
438,1514.03,0.74311,0.52432,0.84409,0.8337,0.88543,0.94189,0.71621,0.83939,0.51887,0.84351,2.86996e-05,2.86996e-05,2.86996e-05
439,1517.57,0.72848,0.51202,0.84804,0.83631,0.88228,0.94134,0.71284,0.84054,0.52017,0.84424,2.82779e-05,2.82779e-05,2.82779e-05
440,1521.19,0.72744,0.50828,0.83561,0.83629,0.88164,0.94216,0.71054,0.84491,0.52082,0.84448,2.78561e-05,2.78561e-05,2.78561e-05
441,1524.83,0.73122,0.52098,0.84815,0.83266,0.88338,0.94204,0.70689,0.85753,0.52334,0.84537,2.74344e-05,2.74344e-05,2.74344e-05
442,1528.45,0.73356,0.51908,0.84409,0.83089,0.88654,0.94151,0.7093,0.85379,0.52554,0.8451,2.70127e-05,2.70127e-05,2.70127e-05
443,1531.95,0.71819,0.51774,0.84653,0.88132,0.84417,0.94189,0.71407,0.84077,0.52334,0.84376,2.65909e-05,2.65909e-05,2.65909e-05
444,1535.45,0.74094,0.52558,0.84535,0.88173,0.84741,0.94237,0.71507,0.83601,0.52076,0.84353,2.61692e-05,2.61692e-05,2.61692e-05
445,1538.98,0.71922,0.51401,0.8444,0.87879,0.84999,0.94213,0.71335,0.83884,0.52327,0.84486,2.57474e-05,2.57474e-05,2.57474e-05
446,1542.71,0.71991,0.50611,0.8428,0.8764,0.85229,0.942,0.70977,0.84794,0.52352,0.84582,2.53257e-05,2.53257e-05,2.53257e-05
447,1546.37,0.73596,0.51419,0.84507,0.87702,0.85354,0.94285,0.71196,0.84844,0.52293,0.84553,2.4904e-05,2.4904e-05,2.4904e-05
448,1549.99,0.73458,0.5177,0.83923,0.87644,0.85329,0.94262,0.71261,0.84151,0.51791,0.84495,2.44822e-05,2.44822e-05,2.44822e-05
449,1553.65,0.71405,0.5095,0.84427,0.82663,0.89402,0.94248,0.71468,0.84102,0.51562,0.84506,2.40605e-05,2.40605e-05,2.40605e-05
450,1557.62,0.74354,0.52833,0.84616,0.83304,0.89168,0.9426,0.71246,0.84161,0.51351,0.84478,2.36387e-05,2.36387e-05,2.36387e-05
451,1561.37,0.73565,0.51877,0.84085,0.83726,0.88879,0.9422,0.71142,0.84829,0.51735,0.84581,2.3217e-05,2.3217e-05,2.3217e-05
452,1564.94,0.74152,0.52485,0.84406,0.84031,0.88516,0.94205,0.70505,0.85358,0.51871,0.84639,2.27953e-05,2.27953e-05,2.27953e-05
453,1568.53,0.72006,0.50659,0.83714,0.8427,0.88243,0.94211,0.70857,0.8506,0.52061,0.84623,2.23735e-05,2.23735e-05,2.23735e-05
454,1572.14,0.75286,0.51326,0.83946,0.84001,0.88234,0.9424,0.71228,0.84411,0.51979,0.84617,2.19518e-05,2.19518e-05,2.19518e-05
455,1575.62,0.71693,0.51171,0.84668,0.83562,0.88406,0.9423,0.71182,0.84284,0.51826,0.84602,2.153e-05,2.153e-05,2.153e-05
456,1579.13,0.70732,0.50896,0.84069,0.83159,0.88501,0.9421,0.70676,0.84487,0.52271,0.84609,2.11083e-05,2.11083e-05,2.11083e-05
457,1582.53,0.73989,0.5188,0.84085,0.88335,0.84158,0.94213,0.70809,0.84596,0.52358,0.84542,2.06866e-05,2.06866e-05,2.06866e-05
458,1586.01,0.72641,0.50956,0.83878,0.88576,0.84188,0.94181,0.70871,0.84544,0.52327,0.84533,2.02648e-05,2.02648e-05,2.02648e-05
459,1589.46,0.71451,0.50429,0.83567,0.88588,0.84213,0.94179,0.70729,0.84365,0.52122,0.84476,1.98431e-05,1.98431e-05,1.98431e-05
460,1592.92,0.74718,0.5326,0.835,0.92315,0.8411,0.94174,0.70583,0.84305,0.52102,0.84495,1.94213e-05,1.94213e-05,1.94213e-05
461,1596.38,0.70758,0.51319,0.84723,0.92395,0.84116,0.94182,0.70848,0.84263,0.52182,0.84472,1.89996e-05,1.89996e-05,1.89996e-05
462,1600.07,0.71855,0.50628,0.84123,0.92552,0.8411,0.94193,0.7065,0.83996,0.5207,0.84372,1.85779e-05,1.85779e-05,1.85779e-05
463,1603.75,0.73186,0.51578,0.84641,0.92686,0.8411,0.94197,0.70726,0.83898,0.51907,0.84333,1.81561e-05,1.81561e-05,1.81561e-05
464,1607.37,0.69854,0.50818,0.83468,0.92737,0.84105,0.9419,0.70844,0.8395,0.51974,0.8432,1.77344e-05,1.77344e-05,1.77344e-05
465,1610.87,0.72157,0.50093,0.84381,0.9265,0.84108,0.94194,0.70453,0.8426,0.51983,0.84404,1.73126e-05,1.73126e-05,1.73126e-05
466,1614.26,0.72272,0.51178,0.84473,0.92393,0.84132,0.94174,0.70217,0.84749,0.52286,0.84535,1.68909e-05,1.68909e-05,1.68909e-05
467,1617.8,0.72423,0.51025,0.84442,0.92294,0.84136,0.94175,0.70275,0.84526,0.52238,0.84485,1.64692e-05,1.64692e-05,1.64692e-05
468,1621.31,0.7123,0.50435,0.84098,0.92181,0.84155,0.94207,0.70544,0.84131,0.52047,0.84435,1.60474e-05,1.60474e-05,1.60474e-05
469,1624.81,0.73221,0.50785,0.84878,0.92176,0.84161,0.94176,0.71041,0.83857,0.51533,0.84384,1.56257e-05,1.56257e-05,1.56257e-05
470,1628.28,0.71283,0.50505,0.84178,0.9223,0.8416,0.94114,0.71327,0.83651,0.51631,0.8437,1.52039e-05,1.52039e-05,1.52039e-05
471,1632,0.7189,0.50521,0.84463,0.92087,0.84179,0.94115,0.70953,0.8387,0.51949,0.84407,1.47822e-05,1.47822e-05,1.47822e-05
472,1635.48,0.72403,0.50537,0.84751,0.92084,0.84178,0.94132,0.70931,0.84368,0.52241,0.84474,1.43605e-05,1.43605e-05,1.43605e-05
473,1638.9,0.72218,0.50861,0.84115,0.92161,0.84181,0.9419,0.70756,0.84647,0.52192,0.84519,1.39387e-05,1.39387e-05,1.39387e-05
474,1642.41,0.74142,0.51828,0.84323,0.92474,0.84178,0.94184,0.70687,0.84212,0.52227,0.84489,1.3517e-05,1.3517e-05,1.3517e-05
475,1645.8,0.73382,0.52113,0.84539,0.92735,0.84154,0.94204,0.71333,0.83782,0.51971,0.84434,1.30952e-05,1.30952e-05,1.30952e-05
476,1649.14,0.72874,0.52389,0.83843,0.9275,0.8414,0.94198,0.71088,0.83692,0.51879,0.84414,1.26735e-05,1.26735e-05,1.26735e-05
477,1652.68,0.70483,0.49964,0.84593,0.92451,0.84175,0.94169,0.71111,0.83717,0.51812,0.84424,1.22518e-05,1.22518e-05,1.22518e-05
478,1656.15,0.71789,0.51134,0.84063,0.921,0.8419,0.94163,0.7067,0.84095,0.51919,0.84477,1.183e-05,1.183e-05,1.183e-05
479,1659.71,0.72508,0.50644,0.83872,0.91591,0.84212,0.94153,0.70883,0.84431,0.51827,0.84527,1.14083e-05,1.14083e-05,1.14083e-05
480,1663.22,0.70654,0.49479,0.84081,0.91342,0.84224,0.94172,0.70837,0.84501,0.52171,0.84504,1.09865e-05,1.09865e-05,1.09865e-05
481,1666.77,0.72009,0.50001,0.84577,0.91256,0.84225,0.93554,0.70333,0.84204,0.51908,0.84515,1.05648e-05,1.05648e-05,1.05648e-05
482,1670.22,0.71587,0.50233,0.84427,0.91244,0.84212,0.93558,0.70517,0.84111,0.51998,0.84501,1.01431e-05,1.01431e-05,1.01431e-05
483,1673.67,0.7287,0.51229,0.8476,0.91091,0.84213,0.94165,0.70718,0.84231,0.5195,0.84483,9.72132e-06,9.72132e-06,9.72132e-06
484,1677.2,0.73398,0.50513,0.84113,0.91173,0.84216,0.94164,0.70726,0.8428,0.51945,0.84528,9.29958e-06,9.29958e-06,9.29958e-06
485,1680.78,0.71924,0.51012,0.84513,0.91398,0.84174,0.94161,0.70322,0.84595,0.52041,0.84528,8.87784e-06,8.87784e-06,8.87784e-06
486,1684.29,0.69865,0.49521,0.83987,0.91446,0.84174,0.94162,0.70251,0.84516,0.52219,0.84524,8.4561e-06,8.4561e-06,8.4561e-06
487,1687.78,0.71994,0.50121,0.84044,0.91778,0.84174,0.94182,0.70226,0.8432,0.52123,0.84531,8.03436e-06,8.03436e-06,8.03436e-06
488,1691.43,0.72341,0.5136,0.84063,0.88291,0.84257,0.94173,0.70907,0.84281,0.52165,0.84515,7.61262e-06,7.61262e-06,7.61262e-06
489,1694.94,0.7431,0.51738,0.84385,0.8846,0.84215,0.94172,0.70692,0.84157,0.51871,0.84546,7.19088e-06,7.19088e-06,7.19088e-06
490,1698.51,0.71169,0.50242,0.83988,0.92181,0.84174,0.94175,0.70799,0.84216,0.52013,0.84577,6.76914e-06,6.76914e-06,6.76914e-06
491,1702.01,0.88191,0.6771,0.873,0.9177,0.84198,0.94167,0.7106,0.84916,0.5288,0.84588,6.3474e-06,6.3474e-06,6.3474e-06
492,1705.21,0.86886,0.67057,0.88447,0.9214,0.84227,0.93519,0.70442,0.85469,0.54206,0.84471,5.92566e-06,5.92566e-06,5.92566e-06
493,1708.37,0.85757,0.66749,0.87656,0.90951,0.84318,0.93645,0.70838,0.862,0.55041,0.84541,5.50392e-06,5.50392e-06,5.50392e-06
494,1711.9,0.82865,0.63561,0.86305,0.79256,0.90826,0.93282,0.70274,0.86867,0.55696,0.84704,5.08218e-06,5.08218e-06,5.08218e-06
495,1715.3,0.8458,0.64987,0.87006,0.78812,0.90539,0.92194,0.6911,0.87359,0.56523,0.84797,4.66044e-06,4.66044e-06,4.66044e-06
496,1718.53,0.82271,0.64304,0.86721,0.78933,0.86821,0.91813,0.68736,0.87799,0.56858,0.84926,4.2387e-06,4.2387e-06,4.2387e-06
497,1721.73,0.81402,0.62532,0.86687,0.78716,0.86788,0.91795,0.68437,0.87805,0.56924,0.84967,3.81696e-06,3.81696e-06,3.81696e-06
498,1724.96,0.82666,0.61171,0.86053,0.83637,0.86672,0.91378,0.6802,0.88045,0.57141,0.85015,3.39522e-06,3.39522e-06,3.39522e-06
499,1728.34,0.82076,0.64295,0.8683,0.92878,0.80166,0.91354,0.68103,0.88051,0.57524,0.8514,2.97348e-06,2.97348e-06,2.97348e-06
500,1731.65,0.78489,0.58913,0.86084,0.93113,0.80158,0.91122,0.67952,0.87968,0.57738,0.85105,2.55174e-06,2.55174e-06,2.55174e-06
